"","Site1","Site2","distance_metric","distance","n","upr","lwr","estimator","relatedness"
"238","FIG","GROVE","GDistance",254.5207928,0.137241001944604,0.210971463379091,0.0635105405101161,"n",0.137241001944604
"239","FIG","ONS","GDistance",246.4521534,0.140384676172476,0.213759860687053,0.0670094916578993,"n",0.140384676172476
"240","FIG","SALV","GDistance",256.4446932,0.136501872486822,0.210318738364312,0.0626850066093311,"n",0.136501872486822
"241","FIG","SES","GDistance",196.9017478,0.161332769502251,0.233293429220691,0.0893721097838103,"n",0.161332769502251
"242","FIG","SIL","GDistance",215.2858454,0.153218788955412,0.225470951716687,0.0809666261941359,"n",0.153218788955412
"243","FIG","SIN","GDistance",256.3117949,0.136552801492122,0.210363683378245,0.062741919605999,"n",0.136552801492122
"244","FIG","VP","GDistance",169.3210043,0.174318724217016,0.246810181808957,0.101827266625076,"n",0.174318724217016
"245","GROVE","GROVE","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"246","GROVE","ONS","GDistance",8.21274335,0.273992115621821,0.408138535258145,0.139845695985497,"n",0.273992115621821
"247","GROVE","SALV","GDistance",6.449466445,0.275351555221442,0.410947843213207,0.139755267229676,"n",0.275351555221442
"248","GROVE","SES","GDistance",450.9190788,0.0790807251260574,0.15628975053917,0.0018716997129448,"n",0.0790807251260574
"249","GROVE","SIL","GDistance",39.37042402,0.251047708643243,0.362661252212398,0.139434165074088,"n",0.251047708643243
"250","GROVE","SIN","GDistance",510.79756,0.066846340708918,0.142067469401419,-0.00837478798358303,"n",0.066846340708918
"251","GROVE","VP","GDistance",85.55029392,0.220527180136488,0.309024210497447,0.132030149775529,"n",0.220527180136488
"252","ONS","ONS","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"253","ONS","SALV","GDistance",12.55122347,0.270675767059966,0.401335602248419,0.140015931871512,"n",0.270675767059966
"254","ONS","SES","GDistance",442.9192481,0.0808765446544841,0.158252546902539,0.00350054240642947,"n",0.0808765446544841
"255","ONS","SIL","GDistance",31.21838339,0.256858388818743,0.373810137237361,0.139906640400124,"n",0.256858388818743
"256","ONS","SIN","GDistance",502.7091292,0.0683813371368075,0.143940845387245,-0.00717817111362991,"n",0.0683813371368075
"257","ONS","VP","GDistance",77.39319558,0.225634643870615,0.317364724398289,0.133904563342942,"n",0.225634643870615
"258","SALV","SALV","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"259","SALV","SES","GDistance",452.5533642,0.0787187914729161,0.1558906248424,0.00154695810343271,"n",0.0787187914729161
"260","SALV","SIL","GDistance",42.11793553,0.249119081039348,0.359020891986774,0.139217270091922,"n",0.249119081039348
"261","SALV","SIN","GDistance",512.7564579,0.0664798000356375,0.14161600475533,-0.00865640468405522,"n",0.0664798000356375
"262","SALV","VP","GDistance",88.05680241,0.218981104938187,0.306554418812574,0.1314077910638,"n",0.218981104938187
"263","SES","SES","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"264","SES","SIL","GDistance",411.8477935,0.088246864013925,0.166023304871724,0.0104704231561259,"n",0.088246864013925
"265","SES","SIN","GDistance",65.10616453,0.23355216949163,0.330825048799004,0.136279290184256,"n",0.23355216949163
"266","SES","VP","GDistance",366.0698521,0.100346784411347,0.177945120406322,0.0227484484163714,"n",0.100346784411347
"267","SIL","SIL","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"268","SIL","SIN","GDistance",471.5159508,0.074638459140701,0.151304957857881,-0.00202803957647887,"n",0.074638459140701
"269","SIL","VP","GDistance",46.18009591,0.246294743225667,0.353745866140466,0.138843620310868,"n",0.246294743225667
"270","SIN","SIN","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"271","SIN","VP","GDistance",425.4449696,0.0849423095968334,0.162593300640999,0.00729131855266828,"n",0.0849423095968334
"272","VP","VP","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
